Filename,Line number,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
AirflowNetworkBalanceManager.cc,4050,"""AFN Zone Outdoor Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4051,"""AFN Zone Mixing Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4052,"""AFN Zone Outdoor Air CO2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMHrCO,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4053,"""AFN Zone Mixing CO2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMMHrCO,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4054,"""AFN Zone Total CO2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).TotalCO2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4060,"""AFN Zone Outdoor Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4061,"""AFN Zone Mixing Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4063,"""AFN Zone Outdoor Air Generic Air Contaminant Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMHrGC,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4064,"""AFN Zone Mixing Generic Air Contaminant Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).SumMMHrGC,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4065,"""AFN Zone Total Generic Air Contaminant Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData( i ).TotalGC,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4279,"""AFN Node Temperature""",,OutputProcessor::Unit::C,AirflowNetworkNodeSimu( i ).TZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4280,"""AFN Node Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,AirflowNetworkNodeSimu( i ).WZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4282,"""AFN Node CO2 Concentration""",,OutputProcessor::Unit::ppm,AirflowNetworkNodeSimu( i ).CO2Z,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4285,"""AFN Node Generic Air Contaminant Concentration""",,OutputProcessor::Unit::ppm,AirflowNetworkNodeSimu( i ).GCZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4288,"""AFN Node Total Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeSimu( i ).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4291,"""AFN Node Wind Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeSimu( i ).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4297,"""AFN Linkage Node 1 to Node 2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport( i ).FLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4298,"""AFN Linkage Node 2 to Node 1 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport( i ).FLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4299,"""AFN Linkage Node 1 to Node 2 Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport( i ).VolFLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4300,"""AFN Linkage Node 2 to Node 1 Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport( i ).VolFLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4301,"""AFN Linkage Node 1 to Node 2 Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkSimu( i ).DP,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4309,"""AFN Surface Venting Window or Door Opening Factor""",,OutputProcessor::Unit::None,MultizoneSurfaceData( i ).OpenFactor,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4313,"""AFN Surface Venting Window or Door Opening Modulation Multiplier""",,OutputProcessor::Unit::None,SurfaceWindow( SurfNum ).VentingOpenFactorMultRep,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4314,"""AFN Surface Venting Inside Setpoint Temperature""",,OutputProcessor::Unit::C,SurfaceWindow( SurfNum ).InsideTempForVentingRep,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4315,"""AFN Surface Venting Availability Status""",,OutputProcessor::Unit::None,SurfaceWindow( SurfNum ).VentingAvailabilityRep,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4317,"""AFN Surface Venting Window or Door Opening Factor at Previous Time Step""",,OutputProcessor::Unit::None,MultizoneSurfaceData( i ).OpenFactorLast,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4318,"""AFN Surface Opening Elapsed Time""",,OutputProcessor::Unit::min,MultizoneSurfaceData( i ).OpenElapsedTime,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4319,"""AFN Surface Closing Elapsed Time""",,OutputProcessor::Unit::min,MultizoneSurfaceData( i ).CloseElapsedTime,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4320,"""AFN Surface Opening Status at Previous Time Step""",,OutputProcessor::Unit::None,MultizoneSurfaceData( i ).PrevOpeningstatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4321,"""AFN Surface Opening Status""",,OutputProcessor::Unit::None,MultizoneSurfaceData( i ).OpeningStatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4322,"""AFN Surface Opening Probability Status""",,OutputProcessor::Unit::None,MultizoneSurfaceData( i ).OpeningProbStatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4323,"""AFN Surface Closing Probability Status""",,OutputProcessor::Unit::None,MultizoneSurfaceData( i ).ClosingProbStatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4330,"""AFN Zone Infiltration Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneInfiSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4331,"""AFN Zone Infiltration Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneInfiSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4332,"""AFN Zone Mixing Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneMixSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4333,"""AFN Zone Mixing Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneMixSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4334,"""AFN Zone Infiltration Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneInfiSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4335,"""AFN Zone Infiltration Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneInfiSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4336,"""AFN Zone Mixing Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneMixSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4337,"""AFN Zone Mixing Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneMixSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4338,"""AFN Zone Infiltration Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneInfiLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4339,"""AFN Zone Infiltration Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneInfiLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4340,"""AFN Zone Infiltration Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneInfiLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4341,"""AFN Zone Infiltration Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneInfiLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4342,"""AFN Zone Mixing Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneMixLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4343,"""AFN Zone Mixing Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneMixLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4344,"""AFN Zone Mixing Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).MultiZoneMixLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4345,"""AFN Zone Mixing Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).MultiZoneInfiLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4347,"""AFN Zone Duct Leaked Air Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).LeakSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4348,"""AFN Zone Duct Leaked Air Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).LeakSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4349,"""AFN Zone Duct Leaked Air Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).LeakSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4350,"""AFN Zone Duct Leaked Air Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).LeakSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4351,"""AFN Zone Duct Leaked Air Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).LeakLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4352,"""AFN Zone Duct Leaked Air Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).LeakLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4353,"""AFN Zone Duct Leaked Air Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).LeakLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4354,"""AFN Zone Duct Leaked Air Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).LeakLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4356,"""AFN Zone Duct Conduction Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).CondSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4357,"""AFN Zone Duct Conduction Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).CondSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4358,"""AFN Zone Duct Conduction Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).CondSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4359,"""AFN Zone Duct Conduction Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).CondSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4360,"""AFN Zone Duct Diffusion Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).DiffLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4361,"""AFN Zone Duct Diffusion Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).DiffLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4362,"""AFN Zone Duct Diffusion Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).DiffLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4363,"""AFN Zone Duct Diffusion Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).DiffLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4365,"""AFN Zone Duct Radiation Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).RadGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4366,"""AFN Zone Duct Radiation Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).RadGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4367,"""AFN Zone Duct Radiation Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).RadLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4368,"""AFN Zone Duct Radiation Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).RadLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4370,"""AFN Distribution Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).TotalSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4371,"""AFN Distribution Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).TotalSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4372,"""AFN Distribution Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).TotalSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4373,"""AFN Distribution Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).TotalSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4374,"""AFN Distribution Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).TotalLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4375,"""AFN Distribution Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).TotalLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4376,"""AFN Distribution Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData( i ).TotalLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4377,"""AFN Distribution Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData( i ).TotalLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4381,"""AFN Zone Infiltration Volume""",,OutputProcessor::Unit::m3,AirflowNetworkZnRpt( i ).InfilVolume,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4382,"""AFN Zone Infiltration Mass""",,OutputProcessor::Unit::kg,AirflowNetworkZnRpt( i ).InfilMass,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4383,"""AFN Zone Infiltration Air Change Rate""",,OutputProcessor::Unit::ach,AirflowNetworkZnRpt( i ).InfilAirChangeRate,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4384,"""AFN Zone Mixing Volume""",,OutputProcessor::Unit::m3,AirflowNetworkZnRpt( i ).MixVolume,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4385,"""AFN Zone Mixing Mass""",,OutputProcessor::Unit::kg,AirflowNetworkZnRpt( i ).MixMass,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,4390,"""AFN Zone Average Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeReport( i ).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4391,"""AFN Zone On Cycle Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeReport( i ).PZON,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4392,"""AFN Zone Off Cycle Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeReport( i ).PZOFF,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4395,"""AFN Linkage Node 1 to 2 Average Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport1( i ).FLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4396,"""AFN Linkage Node 2 to 1 Average Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport1( i ).FLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4397,"""AFN Linkage Node 1 to 2 Average Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport1( i ).VolFLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4398,"""AFN Linkage Node 2 to 1 Average Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport1( i ).VolFLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4399,"""AFN Surface Average Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkReport1( i ).DP,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4400,"""AFN Surface On Cycle Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkReport1( i ).DPON,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,4401,"""AFN Surface Off Cycle Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkReport1( i ).DPOFF,"""System""","""Average"""
BaseboardElectric.cc,395,"""Baseboard Total Heating Energy""",,OutputProcessor::Unit::J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum"""
BaseboardElectric.cc,397,"""Baseboard Total Heating Rate""",,OutputProcessor::Unit::W,Baseboard( BaseboardNum ).Power,"""System""","""Average"""
BaseboardElectric.cc,399,"""Baseboard Electric Energy""",,OutputProcessor::Unit::J,Baseboard( BaseboardNum ).ElecUseLoad,"""System""","""Sum"""
BaseboardElectric.cc,401,"""Baseboard Electric Power""",,OutputProcessor::Unit::W,Baseboard( BaseboardNum ).ElecUseRate,"""System""","""Average"""
BaseboardRadiator.cc,444,"""Baseboard Total Heating Energy""",,OutputProcessor::Unit::J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum"""
BaseboardRadiator.cc,446,"""Baseboard Hot Water Energy""",,OutputProcessor::Unit::J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum"""
BaseboardRadiator.cc,448,"""Baseboard Total Heating Rate""",,OutputProcessor::Unit::W,Baseboard( BaseboardNum ).Power,"""System""","""Average"""
BaseboardRadiator.cc,450,"""Baseboard Hot Water Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Baseboard( BaseboardNum ).WaterMassFlowRate,"""System""","""Average"""
BaseboardRadiator.cc,452,"""Baseboard Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Baseboard( BaseboardNum ).AirMassFlowRate,"""System""","""Average"""
BaseboardRadiator.cc,454,"""Baseboard Air Inlet Temperature""",,OutputProcessor::Unit::C,Baseboard( BaseboardNum ).AirInletTemp,"""System""","""Average"""
BaseboardRadiator.cc,456,"""Baseboard Air Outlet Temperature""",,OutputProcessor::Unit::C,Baseboard( BaseboardNum ).AirOutletTemp,"""System""","""Average"""
BaseboardRadiator.cc,458,"""Baseboard Water Inlet Temperature""",,OutputProcessor::Unit::C,Baseboard( BaseboardNum ).WaterInletTemp,"""System""","""Average"""
BaseboardRadiator.cc,460,"""Baseboard Water Outlet Temperature""",,OutputProcessor::Unit::C,Baseboard( BaseboardNum ).WaterOutletTemp,"""System""","""Average"""
BoilerSteam.cc,436,"""Boiler Heating Rate""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).BoilerLoad,"""System""","""Average"""
BoilerSteam.cc,437,"""Boiler Heating Energy""",,OutputProcessor::Unit::J,BoilerReport( BoilerNum ).BoilerEnergy,"""System""","""Sum"""
BoilerSteam.cc,439,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Power""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average"""
BoilerSteam.cc,441,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Rate""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average"""
BoilerSteam.cc,443,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Energy""",,OutputProcessor::Unit::J,BoilerReport( BoilerNum ).FuelConsumed,"""System""","""Sum"""
BoilerSteam.cc,444,"""Boiler Steam Inlet Temperature""",,OutputProcessor::Unit::C,BoilerReport( BoilerNum ).BoilerInletTemp,"""System""","""Average"""
BoilerSteam.cc,445,"""Boiler Steam Outlet Temperature""",,OutputProcessor::Unit::C,BoilerReport( BoilerNum ).BoilerOutletTemp,"""System""","""Average"""
BoilerSteam.cc,446,"""Boiler Steam Mass Flow Rate""",,OutputProcessor::Unit::kg_s,BoilerReport( BoilerNum ).Mdot,"""System""","""Average"""
Boilers.cc,508,"""Boiler Heating Rate""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).BoilerLoad,"""System""","""Average"""
Boilers.cc,509,"""Boiler Heating Energy""",,OutputProcessor::Unit::J,BoilerReport( BoilerNum ).BoilerEnergy,"""System""","""Sum"""
Boilers.cc,511,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Power""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average"""
Boilers.cc,513,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Rate""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average"""
Boilers.cc,515,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Energy""",,OutputProcessor::Unit::J,BoilerReport( BoilerNum ).FuelConsumed,"""System""","""Sum"""
Boilers.cc,516,"""Boiler Inlet Temperature""",,OutputProcessor::Unit::C,BoilerReport( BoilerNum ).BoilerInletTemp,"""System""","""Average"""
Boilers.cc,517,"""Boiler Outlet Temperature""",,OutputProcessor::Unit::C,BoilerReport( BoilerNum ).BoilerOutletTemp,"""System""","""Average"""
Boilers.cc,518,"""Boiler Mass Flow Rate""",,OutputProcessor::Unit::kg_s,BoilerReport( BoilerNum ).Mdot,"""System""","""Average"""
Boilers.cc,519,"""Boiler Ancillary Electric Power""",,OutputProcessor::Unit::W,BoilerReport( BoilerNum ).ParasiticElecPower,"""System""","""Average"""
Boilers.cc,520,"""Boiler Ancillary Electric Energy""",,OutputProcessor::Unit::J,BoilerReport( BoilerNum ).ParasiticElecConsumption,"""System""","""Sum"""
Boilers.cc,521,"""Boiler Part Load Ratio""",,OutputProcessor::Unit::None,BoilerReport( BoilerNum ).BoilerPLR,"""System""","""Average"""
CTElectricGenerator.cc,428,"""Generator Produced Electric Power""",,OutputProcessor::Unit::W,CTGeneratorReport( GeneratorNum ).PowerGen,"""System""","""Average"""
CTElectricGenerator.cc,429,"""Generator Produced Electric Energy""",,OutputProcessor::Unit::J,CTGeneratorReport( GeneratorNum ).EnergyGen,"""System""","""Sum"""
CTElectricGenerator.cc,431,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Rate""",,OutputProcessor::Unit::W,CTGeneratorReport( GeneratorNum ).FuelEnergyUseRate,"""System""","""Average"""
CTElectricGenerator.cc,432,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Energy""",,OutputProcessor::Unit::J,CTGeneratorReport( GeneratorNum ).FuelEnergy,"""System""","""Sum"""
CTElectricGenerator.cc,435,"""Generator Fuel HHV Basis Rate""",,OutputProcessor::Unit::W,CTGeneratorReport( GeneratorNum ).FuelEnergyUseRate,"""System""","""Average"""
CTElectricGenerator.cc,436,"""Generator Fuel HHV Basis Energy""",,OutputProcessor::Unit::J,CTGeneratorReport( GeneratorNum ).FuelEnergy,"""System""","""Sum"""
CTElectricGenerator.cc,438,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Mass Flow Rate""",,OutputProcessor::Unit::kg_s,CTGeneratorReport( GeneratorNum ).FuelMdot,"""System""","""Average"""
CTElectricGenerator.cc,440,"""Generator Exhaust Air Temperature""",,OutputProcessor::Unit::C,CTGeneratorReport( GeneratorNum ).ExhaustStackTemp,"""System""","""Average"""
CTElectricGenerator.cc,443,"""Generator Exhaust Heat Recovery Rate""",,OutputProcessor::Unit::W,CTGeneratorReport( GeneratorNum ).QExhaustRecovered,"""System""","""Average"""
CTElectricGenerator.cc,444,"""Generator Exhaust Heat Recovery Energy""",,OutputProcessor::Unit::J,CTGeneratorReport( GeneratorNum ).ExhaustEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,446,"""Generator Lube Heat Recovery Rate""",,OutputProcessor::Unit::W,CTGeneratorReport( GeneratorNum ).QLubeOilRecovered,"""System""","""Average"""
CTElectricGenerator.cc,447,"""Generator Lube Heat Recovery Energy""",,OutputProcessor::Unit::J,CTGeneratorReport( GeneratorNum ).LubeOilEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,449,"""Generator Produced Thermal Rate""",,OutputProcessor::Unit::W,CTGeneratorReport( GeneratorNum ).QTotalHeatRecovered,"""System""","""Average"""
CTElectricGenerator.cc,450,"""Generator Produced Thermal Energy""",,OutputProcessor::Unit::J,CTGeneratorReport( GeneratorNum ).TotalHeatEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,452,"""Generator Heat Recovery Inlet Temperature""",,OutputProcessor::Unit::C,CTGeneratorReport( GeneratorNum ).HeatRecInletTemp,"""System""","""Average"""
CTElectricGenerator.cc,453,"""Generator Heat Recovery Outlet Temperature""",,OutputProcessor::Unit::C,CTGeneratorReport( GeneratorNum ).HeatRecOutletTemp,"""System""","""Average"""
CTElectricGenerator.cc,454,"""Generator Heat Recovery Mass Flow Rate""",,OutputProcessor::Unit::kg_s,CTGeneratorReport( GeneratorNum ).HeatRecMdot,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,625,"""Cooling Panel Total Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel( CoolingPanelNum ).Power,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,626,"""Cooling Panel Total System Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel( CoolingPanelNum ).TotPower,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,627,"""Cooling Panel Convective Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel( CoolingPanelNum ).ConvPower,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,628,"""Cooling Panel Radiant Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel( CoolingPanelNum ).RadPower,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,630,"""Cooling Panel Total Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel( CoolingPanelNum ).Energy,"""System""","""Sum"""
ChilledCeilingPanelSimple.cc,631,"""Cooling Panel Total System Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel( CoolingPanelNum ).TotEnergy,"""System""","""Sum"""
ChilledCeilingPanelSimple.cc,632,"""Cooling Panel Convective Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel( CoolingPanelNum ).ConvEnergy,"""System""","""Sum"""
